LAT,LON,TIME,WIND,PR,STAT
18.70,-94.20,08/25/12Z,30,1006,TROPICAL DEPRESSION
18.90,-95.10,08/25/18Z,45,1004,TROPICAL STORM
19.20,-95.90,08/26/00Z,50,1001,TROPICAL STORM
19.50,-96.30,08/26/04Z,50,1001,TROPICAL STORM
19.70,-96.60,08/26/06Z,45,1002,TROPICAL STORM
20.10,-97.30,08/26/12Z,30,1005,TROPICAL DEPRESSION
20.50,-98.20,08/26/18Z,25,1009,LOW
